Unnamed: 0,text,preprocess_texts,tokens,tokens_no_stopwords
2110,"RT @s1s6455: در انتظار دولتی که به فکر معیشت مردم است.....
«قرار نبود که از درد مردم بی خبر باشیم قرار نبود که مردم در فشار های اقتصادی بی‌…",در انتظار دولتی که به فکر معیشت مردم است«قرار نبود که از درد مردم بی خبر باشیم قرار نبود که مردم در فشار های اقتصادی بی,"['در', 'انتظار', 'دولتی', 'که', 'به', 'فکر', 'معیشت', 'مردم', 'است', '«', 'قرار', 'نبود', 'که', 'از', 'درد', 'مردم', 'بی', 'خبر', 'باشیم', 'قرار', 'نبود', 'که', 'مردم', 'در', 'فشار', 'های', 'اقتصادی', 'بی']","['انتظار', 'دولتی', 'معیشت', 'مردم', '«', 'قرار', 'درد', 'مردم', 'خبر', 'باشیم', 'قرار', 'مردم', 'فشار', 'های', 'اقتصادی']"
2111,رژیم های توتالیتر هر زمان حمایت ملت را از دست دهند  مشروعیت ازیشان سلب میگردد. رژیم هایی مانند ج ا برای حیات به رای… https://t.co/5um92FQ9da,رژیم های توتالیتر هر زمان حمایت ملت را از دست دهند مشروعیت ازیشان سلب میگردد رژیم هایی مانند ج ا برای حیات به رای,"['رژیم', 'های', 'توتالیتر', 'هر', 'زمان', 'حمایت', 'ملت', 'را', 'از', 'دست', 'دهند', 'مشروعیت', 'ازیشان', 'سلب', 'میگردد', 'رژیم', 'هایی', 'مانند', 'ج', 'ا', 'برای', 'حیات', 'به', 'رای']","['رژیم', 'های', 'توتالیتر', 'زمان', 'حمایت', 'ملت', 'دست', 'مشروعیت', 'ازیشان', 'سلب', 'میگردد', 'رژیم', 'ج', 'ا', 'حیات', 'رای']"
2112,"RT @Delvinam_1375: درود بر حامی محرومان و مظلومان که دعوت مردم را قبول کردند

#رئیسی_متشکریم",درود بر حامی محرومان و مظلومان که دعوت مردم را قبول کردند رئیسی متشکریم,"['درود', 'بر', 'حامی', 'محرومان', 'و', 'مظلومان', 'که', 'دعوت', 'مردم', 'را', 'قبول', 'کردند', 'رئیسی', 'متشکریم']","['درود', 'حامی', 'محرومان', 'مظلومان', 'دعوت', 'مردم', 'قبول', 'رئیسی', 'متشکریم']"
2113,@lili_1378 @ZSedaght با عبور موفقیت آمیز از ایستگاه اقتصاد وفرهنگ، شگفتی دیگری را درکنار انقلاب و دفاع مقدس، رقم خو… https://t.co/njCxCQZMfL,با عبور موفقیت آمیز از ایستگاه اقتصاد وفرهنگ شگفتی دیگری را درکنار انقلاب و دفاع مقدس رقم خو,"['با', 'عبور', 'موفقیت', 'آمیز', 'از', 'ایستگاه', 'اقتصاد', 'وفرهنگ', 'شگفتی', 'دیگری', 'را', 'درکنار', 'انقلاب', 'و', 'دفاع', 'مقدس', 'رقم', 'خو']","['عبور', 'موفقیت', 'آمیز', 'ایستگاه', 'اقتصاد', 'وفرهنگ', 'شگفتی', 'درکنار', 'انقلاب', 'دفاع', 'مقدس', 'رقم', 'خو']"
2114,جهانگیری طوری از ساختن آینده حرف می زنه انگار نه انگار خودش در کنار روحانی هشت سال از عمر این مردم را به فنا دادن رفت...,جهانگیری طوری از ساختن آینده حرف می زنه انگار نه انگار خودش در کنار روحانی هشت سال از عمر این مردم را به فنا دادن رفت,"['جهانگیری', 'طوری', 'از', 'ساختن', 'آینده', 'حرف', 'می', 'زنه', 'انگار', 'نه', 'انگار', 'خودش', 'در', 'کنار', 'روحانی', 'هشت', 'سال', 'از', 'عمر', 'این', 'مردم', 'را', 'به', 'فنا', 'دادن', 'رفت']","['جهانگیری', 'طوری', 'ساختن', 'آینده', 'حرف', 'زنه', 'انگار', 'انگار', 'روحانی', 'هشت', 'سال', 'عمر', 'مردم', 'فنا']"
2115,"RT @DrSaeedJalili: کشور بنگاه نیست که سرمایه های آن را به حراج گذاشت !

بلکه :
برای سرمایه های آن باید برنامه داشت.

نباید گذاشت راه حل های…",کشور بنگاه نیست که سرمایه های آن را به حراج گذاشت بلکه برای سرمایه های آن باید برنامه داشتنباید گذاشت راه حل های,"['کشور', 'بنگاه', 'نیست', 'که', 'سرمایه', 'های', 'آن', 'را', 'به', 'حراج', 'گذاشت', 'بلکه', 'برای', 'سرمایه', 'های', 'آن', 'باید', 'برنامه', 'داشتنباید', 'گذاشت', 'راه', 'حل', 'های']","['کشور', 'بنگاه', 'سرمایه', 'های', 'حراج', 'گذاشت', 'سرمایه', 'های', 'برنامه', 'داشتنباید', 'گذاشت', 'های']"
2116,@DoroodianHamed @amin_taromi به خاکریز زد بنده خدا,به خاکریز زد بنده خدا,"['به', 'خاکریز', 'زد', 'بنده', 'خدا']","['خاکریز', 'زد', 'بنده', 'خدا']"
2117,@nazdikam_nasho بیچاره زنم,بیچاره زنم,"['بیچاره', 'زنم']","['بیچاره', 'زنم']"
2118,RT @raesi_org: من خود را رقیب فساد و اشرافی‌گری می‌دانم نه گروه و حزبهای سیاسی,من خود را رقیب فساد و اشرافیگری میدانم نه گروه و حزبهای سیاسی,"['من', 'خود', 'را', 'رقیب', 'فساد', 'و', 'اشرافیگری', 'میدانم', 'نه', 'گروه', 'و', 'حزبهای', 'سیاسی']","['رقیب', 'فساد', 'اشرافیگری', 'میدانم', 'گروه', 'حزبهای', 'سیاسی']"
2119,RT @mohsenlashgari3: تروخدا بعد جلیلی یکی بره در وزارت کشورو ببنده #قاليباف نیاد!,تروخدا بعد جلیلی یکی بره در وزارت کشورو ببنده  قاليباف نیاد,"['تروخدا', 'بعد', 'جلیلی', 'یکی', 'بره', 'در', 'وزارت', 'کشورو', 'ببنده', 'قاليباف', 'نیاد']","['تروخدا', 'جلیلی', 'بره', 'وزارت', 'کشورو', 'ببنده', 'قاليباف', 'نیاد']"
2120,"@Khanoomasadii68 https://t.co/F6Y86gXi4f

اولین توویت انتخاباتی بنده",اولین توویت انتخاباتی بنده,"['اولین', 'توویت', 'انتخاباتی', 'بنده']","['توویت', 'انتخاباتی', 'بنده']"
2121,@Don_Saeid سعید اخرش میگیرنت چون با هیچکس هم مهربون نبودی هیچ وقت پیدا نمیشی,سعید اخرش میگیرنت چون با هیچکس هم مهربون نبودی هیچ وقت پیدا نمیشی,"['سعید', 'اخرش', 'میگیرنت', 'چون', 'با', 'هیچکس', 'هم', 'مهربون', 'نبودی', 'هیچ', 'وقت', 'پیدا', 'نمیشی']","['سعید', 'اخرش', 'میگیرنت', 'هیچکس', 'مهربون', 'نبودی', 'وقت', 'نمیشی']"
2122,"اون هفته از عشق سالهای وبا فیواستار دراومد، الان از رومئو و ژولیت!
هفته دیگه یکی میگه کشتی ساختم حیوونا رو گذاشتم ت… https://t.co/vKsQX7xJc1",اون هفته از عشق سالهای وبا فیواستار دراومد الان از رومئو و ژولیتهفته دیگه یکی میگه کشتی ساختم حیوونا رو گذاشتم ت,"['اون', 'هفته', 'از', 'عشق', 'سالهای', 'وبا', 'فیواستار', 'دراومد', 'الان', 'از', 'رومئو', 'و', 'ژولیتهفته', 'دیگه', 'یکی', 'میگه', 'کشتی', 'ساختم', 'حیوونا', 'رو', 'گذاشتم', 'ت']","['اون', 'هفته', 'عشق', 'وبا', 'فیواستار', 'دراومد', 'الان', 'رومئو', 'ژولیتهفته', 'دیگه', 'میگه', 'کشتی', 'ساختم', 'حیوونا', 'گذاشتم', 'ت']"
2123,@sokhanran1 خطرناکه این ادم اعدام کرد 😩😤,خطرناکه این ادم اعدام کرد,"['خطرناکه', 'این', 'ادم', 'اعدام', 'کرد']","['خطرناکه', 'ادم', 'اعدام']"
2124,هر دوتا بسته‌هام قراره چهارشنبه برسن و ناراحتم. فرصت دو‌ روز هیجان‌زده بودن از دستم رفت :(,هر دوتا بستههام قراره چهارشنبه برسن و ناراحتم فرصت دو روز هیجانزده بودن از دستم رفت,"['هر', 'دوتا', 'بستههام', 'قراره', 'چهارشنبه', 'برسن', 'و', 'ناراحتم', 'فرصت', 'دو', 'روز', 'هیجانزده', 'بودن', 'از', 'دستم', 'رفت']","['دوتا', 'بستههام', 'قراره', 'چهارشنبه', 'برسن', 'ناراحتم', 'فرصت', 'روز', 'هیجانزده', 'دستم']"
2125,@Daikanada میایم,میایم,['میایم'],['میایم']
2126,صبح با صدای گریه‌ی خودم بیدار شدم، هرچی فکر کردم یادم نیومد چه خوابی دیدم، اما سرعملم که بودم کاملا غیر‌ارادی و بدو… https://t.co/La1Gr1mXOE,صبح با صدای گریهی خودم بیدار شدم هرچی فکر کردم یادم نیومد چه خوابی دیدم اما سرعملم که بودم کاملا غیرارادی و بدو,"['صبح', 'با', 'صدای', 'گریهی', 'خودم', 'بیدار', 'شدم', 'هرچی', 'فکر', 'کردم', 'یادم', 'نیومد', 'چه', 'خوابی', 'دیدم', 'اما', 'سرعملم', 'که', 'بودم', 'کاملا', 'غیرارادی', 'و', 'بدو']","['صبح', 'صدای', 'گریهی', 'خودم', 'بیدار', 'شدم', 'هرچی', 'یادم', 'نیومد', 'خوابی', 'دیدم', 'سرعملم', 'بودم', 'غیرارادی', 'بدو']"
2127,"RT @hamat24433982: آقایانی که این چند روز آمدند از فساد گفتند، ولی چرا سهم خودشان از این فساد و تبعیض را نگفتند؟
#آقامحسن_ایران 
#محسن_رضای…",آقایانی که این چند روز آمدند از فساد گفتند ولی چرا سهم خودشان از این فساد و تبعیض را نگفتند آقامحسن ایران  محسن رضای,"['آقایانی', 'که', 'این', 'چند', 'روز', 'آمدند', 'از', 'فساد', 'گفتند', 'ولی', 'چرا', 'سهم', 'خودشان', 'از', 'این', 'فساد', 'و', 'تبعیض', 'را', 'نگفتند', 'آقامحسن', 'ایران', 'محسن', 'رضای']","['آقایانی', 'روز', 'آمدند', 'فساد', 'گفتند', 'خودشان', 'فساد', 'تبعیض', 'نگفتند', 'آقامحسن', 'ایران', 'محسن', 'رضای']"
2128,"RT @vahidbasereh: تمام کاندیداها منتقد جدی وضع موجود هستن! خیلی هم ناراحتند! خیلی!
به خدا تقصیر ماست خودمون خبر نداریم!
چه کار‌کردیم با این…",تمام کاندیداها منتقد جدی وضع موجود هستن خیلی هم ناراحتند خیلیبه خدا تقصیر ماست خودمون خبر نداریمچه کارکردیم با این,"['تمام', 'کاندیداها', 'منتقد', 'جدی', 'وضع', 'موجود', 'هستن', 'خیلی', 'هم', 'ناراحتند', 'خیلیبه', 'خدا', 'تقصیر', 'ماست', 'خودمون', 'خبر', 'نداریمچه', 'کارکردیم', 'با', 'این']","['کاندیداها', 'منتقد', 'وضع', 'موجود', 'هستن', 'ناراحتند', 'خیلیبه', 'خدا', 'تقصیر', 'ماست', 'خودمون', 'خبر', 'نداریمچه', 'کارکردیم']"
2129,@ssomdfaz جراحی یا اینکه در اومده بود کشیدی؟,جراحی یا اینکه در اومده بود کشیدی,"['جراحی', 'یا', 'اینکه', 'در', 'اومده', 'بود', 'کشیدی']","['جراحی', 'اومده', 'کشیدی']"
2130,"RT @shaina1400: @hami__90 پیش به سوی سربلندی ایران
#رئیسی_متشکریم",پیش به سوی سربلندی ایران رئیسی متشکریم,"['پیش', 'به', 'سوی', 'سربلندی', 'ایران', 'رئیسی', 'متشکریم']","['سربلندی', 'ایران', 'رئیسی', 'متشکریم']"
2131,@Money90094727 همچین مطالب وزین و پرمعنایی خوب زشته بدون ذکر منبع!!! دنیای علم میریزه بهم :))),همچین مطالب وزین و پرمعنایی خوب زشته بدون ذکر منبع دنیای علم میریزه بهم,"['همچین', 'مطالب', 'وزین', 'و', 'پرمعنایی', 'خوب', 'زشته', 'بدون', 'ذکر', 'منبع', 'دنیای', 'علم', 'میریزه', 'بهم']","['همچین', 'مطالب', 'وزین', 'پرمعنایی', 'زشته', 'ذکر', 'منبع', 'دنیای', 'علم', 'میریزه', 'بهم']"
2132,"@sogandlsg اینجا نداریم
برو خونتون 😔🗡️",اینجا نداریمبرو خونتون ️,"['اینجا', 'نداریمبرو', 'خونتون', '️']","['نداریمبرو', 'خونتون', '️']"
2133,دوشه,دوشه,['دوشه'],['دوشه']
2134,@hp_shabnam خداروشکر باز هوشیار شدیم اگر همچنان ادامه پیدا میکرد چی,خداروشکر باز هوشیار شدیم اگر همچنان ادامه پیدا میکرد چی,"['خداروشکر', 'باز', 'هوشیار', 'شدیم', 'اگر', 'همچنان', 'ادامه', 'پیدا', 'میکرد', 'چی']","['خداروشکر', 'هوشیار', 'شدیم', 'ادامه', 'میکرد', 'چی']"
2135,مصاحبه و پرسش و پاسخ دکتر سعید محمد را در یوتیوب دیدم.یه عده جوانک خام گاهی هم مشکوک به عوامل نسل چهارمی منافقین رو… https://t.co/7DS2kePHkl,مصاحبه و پرسش و پاسخ دکتر سعید محمد را در یوتیوب دیدمیه عده جوانک خام گاهی هم مشکوک به عوامل نسل چهارمی منافقین رو,"['مصاحبه', 'و', 'پرسش', 'و', 'پاسخ', 'دکتر', 'سعید', 'محمد', 'را', 'در', 'یوتیوب', 'دیدمیه', 'عده', 'جوانک', 'خام', 'گاهی', 'هم', 'مشکوک', 'به', 'عوامل', 'نسل', 'چهارمی', 'منافقین', 'رو']","['مصاحبه', 'پرسش', 'پاسخ', 'دکتر', 'سعید', 'محمد', 'یوتیوب', 'دیدمیه', 'عده', 'جوانک', 'خام', 'گاهی', 'مشکوک', 'عوامل', 'نسل', 'چهارمی', 'منافقین']"
2136,"RT @ali_bitarafan4: اینجا دیگه ماییم و تقوامون
طرفدار هرکی که هستیم
نظرمون قبلا هرچی که بوده
عقل و منطق میگه حالا که آقای رئیسی اومده باید…",اینجا دیگه ماییم و تقوامونطرفدار هرکی که هستیمنظرمون قبلا هرچی که بودهعقل و منطق میگه حالا که آقای رئیسی اومده باید,"['اینجا', 'دیگه', 'ماییم', 'و', 'تقوامونطرفدار', 'هرکی', 'که', 'هستیمنظرمون', 'قبلا', 'هرچی', 'که', 'بودهعقل', 'و', 'منطق', 'میگه', 'حالا', 'که', 'آقای', 'رئیسی', 'اومده', 'باید']","['دیگه', 'ماییم', 'تقوامونطرفدار', 'هرکی', 'هستیمنظرمون', 'قبلا', 'هرچی', 'بودهعقل', 'منطق', 'میگه', 'رئیسی', 'اومده']"
